PRISM Time Series Data
Location:  Lat: 32.8355   Lon: -117.1529   Elev: 381ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2018-01-01 - 2022-09-28
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Nov-29
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2022-04-06,0.00,52.1,60.9,69.8,55.2,0.46,10.05
2022-04-07,0.00,54.1,66.4,78.8,57.2,0.22,16.43
2022-04-08,0.00,54.6,74.3,94.1,36.7,3.26,49.22
2022-04-09,0.00,60.9,77.9,94.9,32.4,10.07,51.58
2022-04-10,0.00,57.6,66.4,75.3,53.6,1.95,16.03
2022-04-11,0.00,57.4,61.0,64.5,52.5,2.57,6.69
2022-04-12,0.00,52.8,58.5,64.2,49.3,2.88,8.60
2022-04-13,0.00,48.8,56.3,63.8,42.6,2.39,13.20
2022-04-14,0.00,47.1,56.1,65.0,40.2,2.21,14.93
2022-04-15,0.00,46.5,56.5,66.6,46.7,1.35,12.26
2022-04-16,0.00,50.9,59.4,67.9,50.6,1.27,11.67
2022-04-17,0.04,56.4,61.1,65.7,52.6,1.26,8.64
2022-04-18,0.00,54.6,61.0,67.4,53.6,0.85,8.43
2022-04-19,0.00,53.6,62.7,71.8,53.9,0.58,12.79
2022-04-20,0.00,54.1,62.1,70.1,53.6,0.62,13.49
2022-04-21,0.00,51.2,59.0,66.8,50.1,1.25,10.92
2022-04-22,0.16,50.8,58.9,67.1,51.2,0.90,13.22
2022-04-23,0.01,49.4,55.7,62.0,48.4,1.03,8.00
2022-04-24,0.00,49.0,58.1,67.2,47.8,1.26,10.66
2022-04-25,0.00,53.6,67.7,81.9,39.9,3.96,31.03
2022-04-26,0.00,55.7,70.1,84.5,36.7,5.93,35.72
2022-04-27,0.00,54.5,65.1,75.7,49.7,1.83,20.35
2022-04-28,0.00,55.6,60.6,65.5,50.5,2.85,8.38
2022-04-29,0.00,52.6,58.3,64.1,49.2,2.09,8.62
2022-04-30,0.00,52.1,59.7,67.2,50.1,1.71,10.45
2022-05-01,0.00,53.0,61.5,70.1,54.0,0.85,10.09
2022-05-02,0.00,56.3,61.0,65.8,52.6,1.64,7.31
2022-05-03,0.00,56.0,61.0,66.0,51.2,2.37,9.05
2022-05-04,0.00,52.1,58.3,64.6,50.7,1.39,7.68
2022-05-05,0.00,51.4,61.0,70.7,54.3,0.84,10.69
2022-05-06,0.00,55.6,65.1,74.6,56.1,0.30,13.47
2022-05-07,0.00,55.5,62.6,69.7,55.0,0.50,10.21
2022-05-08,0.00,57.4,62.7,68.1,54.7,1.99,8.19
2022-05-09,0.00,54.9,59.7,64.5,49.9,3.19,7.54
2022-05-10,0.00,50.4,57.8,65.1,46.9,2.57,9.30
2022-05-11,0.00,49.1,57.8,66.4,45.8,1.97,12.01
2022-05-12,0.00,48.5,56.5,64.5,42.6,2.08,12.28
2022-05-13,0.00,49.3,61.7,74.1,38.4,4.00,22.31
2022-05-14,0.00,55.2,68.8,82.5,40.6,7.56,31.08
2022-05-15,0.00,57.5,71.2,85.0,44.7,2.88,32.71
2022-05-16,0.00,56.2,65.5,74.8,54.3,0.58,15.86
2022-05-17,0.00,57.1,62.9,68.6,54.3,1.99,8.88
2022-05-18,0.00,56.7,61.1,65.5,52.7,1.97,7.69
2022-05-19,0.00,56.7,61.8,67.0,53.4,1.81,8.16
2022-05-20,0.03,56.8,62.0,67.1,54.4,0.99,7.65
2022-05-21,0.00,56.7,61.0,65.2,54.5,0.66,6.86
2022-05-22,0.00,56.6,60.3,64.0,53.2,2.16,6.45
2022-05-23,0.00,57.1,62.4,67.6,54.2,1.73,7.74
2022-05-24,0.00,56.8,61.4,66.0,53.6,1.54,7.25
2022-05-25,0.00,55.6,61.1,66.6,54.2,1.23,7.05
2022-05-26,0.00,55.8,62.3,68.8,55.5,1.30,8.88
2022-05-27,0.00,59.1,63.7,68.2,54.5,2.07,7.85
2022-05-28,0.00,59.3,64.2,69.1,53.9,2.94,9.97
2022-05-29,0.00,58.8,61.7,64.6,53.9,2.20,6.68
2022-05-30,0.00,57.4,62.7,68.0,54.4,1.66,9.02
2022-05-31,0.00,58.3,63.8,69.2,54.8,1.87,9.85
2022-06-01,0.00,58.2,63.8,69.4,55.2,1.25,10.05
2022-06-02,0.00,57.1,63.5,70.0,56.2,1.15,8.85
2022-06-03,0.00,57.4,63.9,70.4,56.2,1.18,8.81
2022-06-04,0.00,58.1,64.3,70.4,55.5,1.81,9.90
2022-06-05,0.00,60.6,64.7,68.7,56.9,2.71,7.99
2022-06-06,0.00,61.2,66.5,71.7,58.3,1.68,10.00
2022-06-07,0.00,61.0,67.0,73.1,60.4,0.48,9.57
2022-06-08,0.00,60.2,66.4,72.5,58.8,0.75,8.88
2022-06-09,0.00,60.8,67.0,73.2,59.7,1.38,9.63
2022-06-10,0.00,60.1,67.8,75.4,60.2,0.82,11.29
2022-06-11,0.00,60.0,67.7,75.4,60.7,0.81,11.01
2022-06-12,0.00,60.5,67.7,75.0,60.7,0.67,11.77
2022-06-13,0.00,61.0,67.9,74.7,59.2,0.88,11.44
2022-06-14,0.00,61.8,65.8,69.8,59.0,1.90,6.91
2022-06-15,0.00,59.4,65.5,71.6,57.3,1.42,10.40
2022-06-16,0.00,59.3,65.3,71.2,58.4,1.38,8.91
2022-06-17,0.00,59.3,66.0,72.6,58.2,1.23,10.19
2022-06-18,0.00,58.3,64.5,70.8,55.8,2.78,10.14
2022-06-19,0.00,55.9,63.3,70.6,54.3,1.70,12.36
2022-06-20,0.00,55.5,65.0,74.6,55.3,1.46,15.03
2022-06-21,0.00,58.8,69.8,80.7,57.4,1.04,21.70
2022-06-22,0.00,62.1,69.6,77.0,60.0,1.04,14.91
2022-06-23,0.00,63.7,71.7,79.7,61.7,1.73,16.09
2022-06-24,0.00,63.3,72.7,82.0,58.9,2.11,22.95
2022-06-25,0.00,61.1,70.6,80.1,60.2,0.71,18.13
2022-06-26,0.00,60.0,69.8,79.7,60.3,0.42,16.94
2022-06-27,0.00,59.9,69.2,78.5,60.4,0.43,15.75
2022-06-28,0.00,61.9,71.5,81.0,62.7,0.53,17.67
2022-06-29,0.00,64.8,73.7,82.5,62.6,1.07,19.81
2022-06-30,0.00,65.0,73.3,81.5,62.7,1.40,18.78
2022-07-01,0.00,65.2,71.7,78.1,62.9,1.87,13.73
2022-07-02,0.00,64.0,70.5,76.9,62.1,1.86,13.76
2022-07-03,0.00,62.7,68.9,75.0,59.8,2.19,11.84
2022-07-04,0.00,63.1,67.4,71.6,57.0,4.23,10.50
2022-07-05,0.00,61.7,66.3,70.9,57.3,2.97,9.95
2022-07-06,0.00,63.9,68.8,73.8,60.2,2.98,10.96
2022-07-07,0.00,64.3,69.1,73.9,61.9,2.26,9.13
2022-07-08,0.00,64.1,68.8,73.4,61.6,2.28,9.05
2022-07-09,0.00,63.1,69.0,75.0,61.3,1.74,10.78
2022-07-10,0.00,62.3,70.1,77.9,61.5,0.93,14.02
2022-07-11,0.00,62.4,69.5,76.6,61.7,1.21,12.16
2022-07-12,0.00,62.4,67.7,73.0,60.9,1.40,9.01
2022-07-13,0.00,61.7,67.2,72.7,59.1,1.98,10.33
2022-07-14,0.00,62.2,67.6,72.9,60.2,2.33,9.60
2022-07-15,0.00,62.5,67.7,73.0,60.8,1.60,9.13
2022-07-16,0.00,63.1,69.0,75.0,62.4,1.13,9.85
2022-07-17,0.00,63.2,69.2,75.2,63.6,0.57,8.97
2022-07-18,0.00,63.6,70.5,77.5,63.7,0.49,10.98
2022-07-19,0.00,64.3,71.1,78.0,63.1,1.43,12.29
2022-07-20,0.00,64.8,72.4,80.1,63.7,1.08,15.51
2022-07-21,0.00,65.0,73.2,81.4,63.9,0.87,17.83
2022-07-22,0.00,62.4,71.3,80.2,62.3,0.97,15.66
2022-07-23,0.00,63.2,68.9,74.6,61.2,1.88,10.46
2022-07-24,0.00,64.1,69.4,74.7,61.3,2.42,10.20
2022-07-25,0.00,64.4,69.6,74.8,62.2,2.51,10.23
2022-07-26,0.00,64.9,70.0,75.0,62.6,2.61,9.14
2022-07-27,0.00,65.3,71.0,76.8,62.2,2.56,12.26
2022-07-28,0.00,63.8,70.8,77.7,62.4,1.37,12.55
2022-07-29,0.00,63.4,70.4,77.4,62.3,1.25,12.62
2022-07-30,0.00,63.9,69.7,75.5,61.8,1.82,11.06
2022-07-31,0.00,65.9,72.2,78.4,63.2,2.45,14.56
2022-08-01,0.00,68.1,74.8,81.4,64.9,1.76,16.94
2022-08-02,0.00,67.7,74.7,81.7,65.1,1.73,18.14
2022-08-03,0.00,67.4,74.0,80.7,65.0,1.70,16.17
2022-08-04,0.00,66.4,72.8,79.2,64.4,1.67,13.44
2022-08-05,0.00,66.5,73.1,79.6,65.1,1.59,15.00
2022-08-06,0.00,66.1,73.6,81.1,64.9,1.51,18.73
2022-08-07,0.00,65.3,72.2,79.0,65.0,1.23,12.39
2022-08-08,0.00,64.8,73.8,82.8,64.8,0.82,17.71
2022-08-09,0.02,65.9,74.4,82.9,65.5,0.85,18.96
2022-08-10,0.00,68.7,77.3,85.8,66.3,1.38,27.13
2022-08-11,0.00,67.4,77.0,86.6,65.4,1.21,22.15
2022-08-12,0.00,66.6,76.4,86.2,64.9,0.70,24.71
2022-08-13,0.00,66.7,75.6,84.5,65.5,0.81,21.28
2022-08-14,0.00,67.7,75.1,82.4,66.5,1.81,15.30
2022-08-15,0.00,67.5,74.7,81.9,67.3,1.27,14.34
2022-08-16,0.00,66.8,73.6,80.4,66.7,1.34,12.12
2022-08-17,0.00,66.1,73.9,81.7,66.5,0.70,14.23
2022-08-18,0.00,66.8,74.7,82.5,66.8,0.68,15.09
2022-08-19,0.00,65.7,73.5,81.4,64.7,1.77,15.88
2022-08-20,0.00,66.1,71.5,76.9,63.4,2.16,11.44
2022-08-21,0.00,66.2,71.3,76.4,63.7,2.49,10.87
2022-08-22,0.00,65.9,70.5,75.1,63.5,2.26,9.29
2022-08-23,0.00,66.5,72.4,78.4,64.8,2.00,11.45
2022-08-24,0.00,66.6,72.1,77.6,64.5,1.91,11.06
2022-08-25,0.00,67.0,72.9,78.8,65.2,2.02,11.74
2022-08-26,0.00,67.2,73.9,80.6,65.9,1.99,14.58
2022-08-27,0.00,67.7,74.4,81.2,66.3,2.01,13.61
2022-08-28,0.00,67.4,72.1,76.8,63.5,3.03,11.39
2022-08-29,0.00,67.3,71.5,75.8,62.7,3.38,11.32
2022-08-30,0.00,66.9,72.3,77.7,64.7,1.94,11.49
2022-08-31,0.00,66.7,74.4,82.0,63.3,1.91,18.28
2022-09-01,0.00,67.4,78.1,88.8,61.7,4.29,28.25
2022-09-02,0.00,68.1,78.9,89.8,66.2,2.17,26.32
2022-09-03,0.00,70.6,80.0,89.4,68.2,2.74,23.91
2022-09-04,0.02,74.2,85.2,96.3,66.8,5.41,37.03
2022-09-05,0.00,72.6,81.4,90.1,70.6,2.40,24.83
2022-09-06,0.00,69.5,79.1,88.7,67.8,2.30,25.66
2022-09-07,0.00,69.5,79.1,88.6,68.3,1.81,23.66
2022-09-08,0.00,71.7,82.1,92.4,69.9,2.01,28.60
2022-09-09,0.00,73.0,83.1,93.2,66.7,3.16,32.01
2022-09-10,0.41,68.7,77.7,86.6,69.7,0.42,21.07
2022-09-11,0.00,70.3,74.5,78.7,69.2,1.20,9.76
2022-09-12,0.00,71.5,78.1,84.7,69.5,2.47,16.34
2022-09-13,0.00,69.8,75.3,80.8,69.5,1.10,11.74
2022-09-14,0.00,66.3,72.8,79.3,65.0,1.16,15.13
2022-09-15,0.00,65.7,70.3,74.8,62.9,2.42,9.88
2022-09-16,0.00,61.8,68.3,74.8,60.0,1.60,12.20
2022-09-17,0.00,61.3,68.1,75.0,60.9,1.32,11.31
2022-09-18,0.00,64.1,69.0,73.8,59.8,2.41,10.69
2022-09-19,0.00,60.9,67.1,73.3,57.8,2.36,12.37
2022-09-20,0.00,61.4,68.5,75.6,60.3,1.43,13.05
2022-09-21,0.00,60.9,69.4,77.8,62.4,1.38,15.56
2022-09-22,0.00,60.9,68.7,76.5,60.8,1.11,16.47
2022-09-23,0.00,58.9,69.4,79.9,60.4,1.37,17.91
2022-09-24,0.00,64.9,74.4,83.9,61.1,2.41,22.58
2022-09-25,0.00,66.3,75.3,84.4,62.0,1.69,22.74
2022-09-26,0.00,65.9,74.1,82.4,63.1,1.35,21.16
2022-09-27,0.00,65.5,74.2,82.8,64.6,0.91,19.08
2022-09-28,0.00,64.9,75.6,86.4,65.6,0.50,22.64
